,carat,cut,color,clarity,depth,table,x,y,z
22368,1.64,5,5,2.5,61.8,53.0,7.62,7.63,4.71
22369,0.7,5,3,4.0,62.3,58.0,5.66,5.7,3.54
22370,0.72,4,3,4.0,61.4,58.0,5.75,5.78,3.54
22371,0.3,3,2,4.0,60.5,60.0,4.32,4.34,2.62
22372,0.44,4,4,2.0,61.9,59.0,4.82,4.87,3.0
22373,1.57,3,5,2.0,60.3,57.0,7.55,7.6,4.57
22374,0.38,5,4,3.0,61.8,56.0,4.65,4.64,2.87
22375,1.07,4,4,2.5,62.5,57.0,6.58,6.5,4.09
22376,1.0,4,3,2.5,58.9,56.0,6.53,6.51,3.84
22377,0.3,5,4,3.5,61.1,57.0,4.32,4.35,2.65
22378,0.71,4,6,2.0,61.8,59.0,5.75,5.7,3.54
22379,1.21,5,4,3.0,61.4,56.0,6.84,6.9,4.22
22380,0.33,4,5,2.0,59.9,61.0,4.47,4.44,2.67
22381,0.82,4,5,1.5,59.5,62.0,6.13,6.08,3.63
22382,1.51,4,5,2.5,62.0,59.0,7.37,7.18,4.51
22383,0.42,5,7,2.5,61.4,56.0,4.8,4.84,2.96
22384,1.42,5,2,2.5,60.4,55.0,7.28,7.38,4.43
22385,0.42,3,5,2.5,60.1,61.0,4.84,4.88,2.92
22386,1.51,4,6,2.5,62.2,58.0,7.33,7.27,4.54
22387,0.24,3,5,2.5,62.9,58.0,3.94,4.01,2.5
22388,1.16,3,4,3.5,62.3,59.0,6.69,6.72,4.18
22389,0.39,5,6,5.0,61.5,55.5,4.68,4.72,2.88
22390,1.03,4,6,1.5,61.0,60.0,6.46,6.53,3.96
22391,0.57,5,5,3.0,62.6,56.0,5.27,5.33,3.32
22392,0.41,5,6,3.0,61.7,57.0,4.8,4.76,2.95
22393,1.33,2,1,2.5,57.4,62.0,7.3,7.23,4.17
22394,0.54,5,4,3.5,61.4,55.0,5.3,5.22,3.23
22395,0.92,4,4,1.5,62.9,58.0,6.21,6.15,3.89
22396,0.93,4,7,1.5,60.6,59.0,6.34,6.3,3.83
22397,1.26,5,3,2.0,61.7,58.0,6.95,6.9,4.27
22398,0.3,5,5,5.0,60.0,59.0,4.37,4.39,2.63
22399,0.32,5,6,3.5,62.4,56.0,4.43,4.39,2.75
22400,0.42,5,6,1.5,62.4,55.0,4.81,4.77,2.99
22401,1.19,5,6,1.5,60.2,57.0,6.84,6.87,4.13
22402,1.12,5,4,1.5,61.3,55.0,6.74,6.7,4.12
22403,0.32,3,4,3.5,62.0,55.0,4.39,4.42,2.73
22404,0.71,4,7,3.0,61.6,58.0,5.78,5.72,3.54
22405,0.4,2,7,2.5,64.4,56.0,4.62,4.67,2.99
22406,0.7,1,4,1.0,60.4,58.0,5.74,5.68,3.45
22407,1.01,2,7,2.5,67.0,57.0,6.11,6.22,4.13
22408,1.01,4,5,5.0,62.3,57.0,6.5,6.35,4.0
22409,1.0,2,5,2.5,63.9,62.0,6.26,6.32,4.02
22410,0.31,5,4,5.0,62.5,56.0,4.33,4.37,2.71
22411,0.78,3,6,4.0,61.3,60.0,5.86,5.92,3.61
22412,1.7,5,1,1.5,60.5,57.0,7.74,7.84,4.71
22413,1.2,3,5,1.5,62.8,57.0,6.73,6.78,4.24
22414,0.32,5,5,5.0,60.9,56.0,4.42,4.44,2.7
22415,0.72,3,3,2.0,60.3,55.0,5.84,5.85,3.52
22416,0.42,4,4,4.0,62.7,58.0,4.79,4.74,2.99
22417,0.5,3,5,2.0,61.6,60.0,5.07,5.1,3.13
22418,0.9,3,4,4.0,62.3,58.0,6.14,6.21,3.85
22419,1.05,4,4,2.5,63.0,57.0,6.51,6.48,4.09
22420,1.74,2,4,3.0,58.6,62.0,7.83,7.88,4.6
22421,0.5,1,3,3.0,67.1,58.0,4.94,4.89,3.3
22422,0.81,5,6,1.5,60.1,57.0,6.07,6.1,3.66
22423,0.95,2,2,1.5,63.8,57.0,6.23,6.13,3.94
22424,1.08,5,2,2.0,62.6,54.0,6.56,6.51,4.09
22425,1.02,4,3,3.0,62.1,59.0,6.43,6.38,3.98
22426,1.21,5,3,2.0,61.1,57.0,6.83,6.91,4.2
22427,0.29,5,3,2.5,62.8,55.0,4.24,4.27,2.67
22428,0.4,5,7,2.5,62.1,53.0,4.77,4.8,2.97
22429,1.01,2,4,1.5,63.4,57.0,6.32,6.37,4.02
22430,0.72,3,5,4.0,62.1,55.0,5.72,5.78,3.57
22431,0.31,5,5,2.5,62.3,55.0,4.33,4.3,2.69
22432,0.35,4,6,2.5,61.6,58.0,4.57,4.52,2.8
22433,0.61,5,2,4.0,62.0,55.0,5.46,5.49,3.39
22434,0.41,2,6,4.0,64.1,55.0,4.68,4.71,3.01
22435,0.9,3,2,3.0,63.3,58.0,6.07,6.1,3.85
22436,0.72,4,3,2.0,62.7,59.0,5.73,5.69,3.58
22437,1.06,4,7,2.0,58.9,61.0,6.69,6.63,3.92
22438,0.58,5,5,3.0,61.2,57.0,5.36,5.39,3.29
22439,1.52,2,5,2.0,63.6,54.0,7.33,7.22,4.63
22440,1.53,4,1,4.0,61.6,58.0,7.4,7.37,4.55
22441,0.31,3,4,3.5,62.9,58.0,4.28,4.3,2.7
22442,0.7,1,2,2.5,64.4,55.0,5.6,5.55,3.59
22443,0.52,5,5,2.5,61.1,56.0,5.19,5.23,3.18
22444,0.4,3,7,2.5,62.8,57.0,4.68,4.72,2.95
22445,0.37,5,5,2.0,62.4,54.0,4.6,4.63,2.88
22446,0.31,5,5,4.0,61.6,55.0,4.36,4.41,2.7
22447,1.01,5,4,2.5,62.6,56.0,6.41,6.44,4.02
22448,1.05,5,5,4.0,61.4,57.0,6.51,6.53,4.0
22449,0.41,4,4,3.5,61.6,58.0,4.8,4.74,2.94
22450,1.01,3,2,2.0,62.1,59.0,6.36,6.42,3.97
22451,0.7,4,6,1.5,60.6,58.0,5.78,5.73,3.49
22452,1.5,2,2,1.5,65.0,55.0,7.15,7.24,4.68
22453,1.05,5,2,2.0,62.1,54.0,6.54,6.55,4.06
22454,0.81,3,7,2.0,63.1,57.0,5.91,5.94,3.74
22455,0.42,5,6,2.5,60.9,57.0,4.85,4.87,2.96
22456,1.55,5,7,2.5,62.1,59.0,7.34,7.37,4.57
22457,2.14,4,3,1.5,62.0,60.0,8.27,8.19,5.1
22458,0.78,3,2,1.5,60.6,60.0,5.91,5.93,3.59
22459,0.5,4,4,3.0,62.5,58.0,5.07,5.11,3.18
22460,0.37,3,4,1.5,63.3,55.0,4.61,4.58,2.91
22461,0.3,5,6,2.5,61.7,58.0,4.27,4.29,2.64
22462,0.3,4,4,2.0,61.6,59.0,4.28,4.26,2.63
22463,1.02,5,5,1.5,61.3,56.0,6.5,6.48,3.98
22464,0.42,4,2,2.0,62.6,58.0,4.8,4.76,2.99
22465,0.86,5,6,1.5,61.8,57.0,6.1,6.13,3.78
22466,1.2,5,2,2.0,60.1,56.0,6.9,6.84,4.13
22467,1.1,5,4,1.5,62.5,55.0,6.61,6.66,4.15
22468,0.85,5,2,3.0,61.9,56.0,6.08,6.1,3.77
22469,0.71,5,7,1.5,61.6,56.0,5.78,5.82,3.57
22470,0.74,5,5,2.5,62.1,56.0,5.79,5.83,3.61
22471,0.87,5,3,2.5,61.7,57.0,6.14,6.09,3.77
22472,0.44,5,6,4.0,61.4,55.0,4.92,4.95,3.03
22473,0.38,4,7,2.0,58.9,61.0,4.79,4.75,2.81
22474,0.7,2,7,4.0,61.0,61.0,5.69,5.72,3.48
22475,1.52,2,4,3.0,64.0,58.0,7.22,7.18,4.61
22476,2.0,3,1,1.5,61.9,55.0,8.06,8.09,5.0
22477,0.72,4,7,2.5,61.0,59.0,5.77,5.74,3.51
22478,0.51,4,6,2.5,61.9,59.0,5.06,5.11,3.15
22479,1.05,4,6,1.5,60.9,61.0,6.61,6.55,4.01
22480,1.75,4,2,3.0,60.6,60.0,7.84,7.8,4.74
22481,0.38,3,6,2.0,58.3,61.0,4.75,4.86,2.8
22482,0.93,2,2,2.5,58.2,60.0,6.41,6.48,3.75
22483,0.34,4,4,2.5,61.0,58.0,4.46,4.49,2.73
22484,0.3,5,4,3.0,61.4,55.0,4.36,4.31,2.66
22485,0.9,4,5,2.0,59.9,59.0,6.29,6.26,3.76
22486,0.3,5,3,3.0,61.3,56.0,4.31,4.33,2.65
22487,1.67,3,2,2.5,60.7,60.0,7.61,7.68,4.64
22488,0.31,3,6,2.0,63.0,59.0,4.26,4.31,2.7
22489,0.52,4,5,2.5,62.1,59.0,5.15,5.12,3.19
22490,1.51,5,5,2.5,62.4,56.0,7.38,7.31,4.58
22491,0.25,3,5,3.5,62.4,55.0,4.03,4.06,2.52
22492,0.72,5,6,2.0,61.2,56.0,5.75,5.79,3.53
22493,2.11,5,2,2.5,60.3,61.0,8.29,8.22,4.98
22494,0.59,5,4,2.5,62.1,57.0,5.36,5.39,3.34
22495,0.36,5,4,1.5,61.4,54.0,4.59,4.66,2.84
22496,1.51,5,6,2.0,61.3,57.0,7.35,7.42,4.53
22497,0.33,3,2,2.0,61.4,58.0,4.46,4.5,2.75
22498,0.71,5,3,2.0,62.3,54.0,5.74,5.76,3.58
22499,1.01,5,4,1.5,61.5,57.0,6.42,6.46,3.96
22500,0.33,5,6,2.5,62.3,55.0,4.46,4.43,2.77
22501,0.41,5,4,1.5,62.1,53.6,4.75,4.79,2.96
22502,2.07,5,3,2.0,60.6,56.0,8.38,8.3,5.05
22503,0.81,5,3,1.5,63.0,57.0,5.94,5.9,3.73
22504,0.73,5,6,3.0,62.3,56.0,5.75,5.8,3.6
22505,0.56,4,5,2.0,62.7,59.0,5.27,5.22,3.29
22506,0.47,3,6,2.5,62.6,57.0,4.92,4.95,3.09
22507,1.1,5,1,2.0,61.5,55.0,6.65,6.68,4.1
22508,0.32,3,5,2.0,59.3,58.0,4.47,4.5,2.66
22509,0.41,4,5,3.0,62.6,58.0,4.75,4.74,2.97
22510,0.7,1,7,1.5,71.6,55.0,5.47,5.28,3.85
22511,0.3,4,3,3.0,60.0,60.0,4.4,4.3,2.61
22512,0.56,5,3,2.0,61.9,54.0,5.3,5.33,3.29
22513,0.33,5,5,4.0,62.4,55.0,4.47,4.44,2.78
22514,0.58,5,1,2.0,62.1,55.0,5.31,5.39,3.32
22515,1.71,5,7,2.0,60.3,60.0,7.69,7.77,4.66
22516,1.01,2,4,2.5,63.9,54.0,6.37,6.31,4.05
22517,0.36,5,2,3.5,61.5,57.0,4.55,4.58,2.8
22518,0.23,3,6,3.5,62.4,59.0,3.89,3.93,2.44
22519,0.36,4,4,2.5,62.5,58.0,4.51,4.55,2.83
22520,1.12,2,4,5.0,59.6,56.0,6.8,6.85,4.07
22521,1.29,5,3,1.5,62.1,57.0,6.95,6.93,4.31
22522,1.0,2,6,1.5,61.5,64.0,6.29,6.22,3.85
22523,0.54,4,1,3.5,58.2,62.0,5.37,5.31,3.11
22524,0.3,5,7,2.0,61.0,57.0,4.33,4.29,2.63
22525,0.41,2,6,4.0,64.3,54.0,4.68,4.72,3.02
22526,1.05,4,3,2.0,61.9,58.0,6.45,6.5,4.01
22527,0.43,5,4,3.5,62.0,55.0,4.86,4.89,3.02
22528,1.51,3,2,2.0,62.2,60.0,7.23,7.3,4.52
22529,0.5,2,4,3.5,63.9,58.0,5.05,5.0,3.21
22530,0.38,3,7,2.0,62.2,53.8,4.65,4.69,2.9
22531,1.02,4,3,1.5,61.3,57.0,6.51,6.45,3.97
22532,0.71,5,2,2.5,63.1,57.0,5.66,5.71,3.59
22533,0.42,5,7,3.0,61.5,54.0,4.79,4.84,2.96
22534,1.16,4,2,2.0,61.5,57.0,6.79,6.73,4.16
22535,1.01,3,5,2.5,63.2,59.0,6.3,6.36,4.0
22536,0.54,5,4,3.5,62.6,57.0,5.19,5.23,3.26
22537,1.52,3,1,2.5,63.5,58.0,7.28,7.24,4.61
22538,1.05,5,5,5.0,61.7,56.0,6.48,6.56,4.02
22539,0.25,5,6,2.5,62.1,57.0,4.01,4.05,2.5
22540,0.7,4,7,1.5,58.6,60.0,5.89,5.78,3.42
22541,0.33,5,5,2.5,62.1,55.0,4.45,4.47,2.77
22542,0.67,2,5,3.0,62.3,62.0,5.5,5.59,3.46
22543,0.39,4,1,3.0,61.6,59.0,4.71,4.67,2.89
22544,1.0,5,6,1.5,62.9,56.0,6.32,6.3,3.97
22545,0.3,3,4,2.0,62.1,58.0,4.26,4.28,2.65
22546,0.32,5,6,2.5,61.7,55.0,4.42,4.36,2.71
22547,0.73,5,4,2.0,61.7,60.0,5.77,5.8,3.57
22548,1.12,5,7,1.5,62.6,57.0,6.61,6.65,4.15
22549,1.2,4,4,2.0,61.5,61.0,6.84,6.78,4.19
22550,0.45,1,5,2.5,65.8,55.0,4.81,4.73,3.14
22551,0.39,5,2,5.0,62.3,54.0,4.69,4.71,2.93
22552,0.52,4,6,2.5,60.7,58.0,5.21,5.17,3.15
22553,0.9,4,7,1.5,62.9,56.0,6.19,6.09,3.86
22554,0.71,3,4,2.0,60.2,58.0,5.71,5.75,3.45
22555,0.7,2,6,1.5,59.7,63.0,5.71,5.78,3.43
22556,0.93,3,1,3.0,63.0,53.0,6.22,6.26,3.93
22557,1.3,4,4,1.5,61.8,57.0,7.02,6.94,4.32
22558,0.75,5,5,1.5,62.1,55.0,5.83,5.87,3.63
22559,0.53,5,5,2.5,61.5,55.0,5.27,5.2,3.22
22560,0.63,5,7,2.5,62.1,55.0,5.5,5.52,3.42
22561,0.72,3,6,2.5,63.2,58.0,5.67,5.72,3.6
22562,1.5,5,4,3.0,61.8,56.0,7.38,7.31,4.54
22563,0.31,5,5,5.0,62.2,56.0,4.31,4.34,2.69
22564,1.0,4,2,3.0,60.6,58.0,6.47,6.4,3.9
22565,1.06,4,6,2.5,61.3,58.0,6.52,6.56,4.01
22566,0.53,2,5,2.0,63.8,56.0,5.13,5.16,3.28
22567,0.3,5,6,3.0,60.7,57.0,4.31,4.36,2.63
22568,0.31,5,6,5.0,60.9,55.0,4.39,4.41,2.68
22569,0.32,3,4,2.0,63.5,56.0,4.38,4.35,2.77
22570,1.02,5,5,1.5,61.0,58.0,6.48,6.51,3.96
22571,0.74,4,4,2.0,58.3,58.0,5.97,5.93,3.47
22572,0.52,5,7,2.5,60.3,56.0,5.24,5.27,3.17
22573,0.5,4,4,2.0,62.2,60.0,5.07,5.03,3.14
22574,0.59,5,7,2.0,61.8,56.0,5.37,5.4,3.33
22575,1.08,4,3,2.0,61.7,59.0,6.56,6.6,4.06
22576,0.75,4,5,2.5,59.6,59.0,6.04,5.94,3.57
22577,0.32,4,3,5.0,61.2,58.0,4.37,4.39,2.68
22578,2.09,5,3,1.5,60.6,57.0,8.3,8.2,5.0
22579,0.77,5,2,3.0,61.4,56.0,5.9,5.93,3.63
22580,0.91,5,2,1.5,61.6,57.0,6.24,6.23,3.84
22581,2.0,4,3,1.5,62.1,60.0,8.1,8.01,5.3
22582,0.71,5,5,2.0,59.8,53.0,5.86,5.82,3.49
22583,0.54,2,5,3.0,63.7,55.0,5.16,5.11,3.27
22584,0.71,5,2,3.5,62.2,54.0,5.7,5.75,3.56
22585,0.29,3,5,3.0,63.0,55.0,4.24,4.27,2.68
22586,0.91,4,4,2.0,62.6,58.0,6.14,6.17,3.85
22587,0.9,1,6,3.5,58.1,59.0,6.21,6.26,3.62
22588,2.01,2,6,2.0,58.7,59.0,8.23,8.27,4.84
22589,2.14,4,2,2.5,59.3,59.0,8.43,8.39,5.0
22590,0.41,3,4,3.0,60.7,58.0,4.79,4.83,2.92
22591,0.32,3,6,2.0,62.3,55.0,4.36,4.38,2.72
22592,0.7,2,5,1.5,59.0,57.0,5.8,5.83,3.43
22593,1.76,4,1,3.0,62.0,58.0,7.74,7.7,4.79
22594,0.3,5,2,2.0,62.3,56.0,4.35,4.32,2.7
22595,1.06,5,3,1.5,62.7,57.0,6.46,6.5,4.06
22596,1.51,3,2,3.0,60.5,60.0,7.42,7.46,4.5
22597,0.7,5,3,2.0,62.5,55.0,5.69,5.71,3.56
22598,1.0,2,3,1.5,63.2,59.0,6.24,6.29,3.96
22599,0.32,5,4,2.5,61.4,55.0,4.4,4.46,2.72
22600,1.04,4,3,2.0,60.4,59.0,6.59,6.55,3.97
22601,0.41,5,6,3.5,61.4,57.0,4.76,4.79,2.93
22602,1.01,3,3,2.0,62.8,58.0,6.36,6.38,4.0
22603,0.74,5,5,1.5,61.6,55.0,5.81,5.87,3.6
22604,1.09,4,7,2.0,61.6,58.0,6.61,6.57,4.06
22605,1.3,4,1,3.0,61.6,56.0,7.06,7.0,4.33
22606,0.35,3,4,3.5,62.4,56.0,4.47,4.53,2.81
22607,0.31,5,3,3.5,61.2,56.0,4.34,4.37,2.66
22608,0.43,4,7,2.5,60.7,58.0,4.88,4.84,2.95
22609,1.5,4,3,1.0,62.9,60.0,7.31,7.22,4.57
22610,1.24,3,1,1.5,62.8,58.0,6.77,6.83,4.27
22611,0.31,5,4,3.0,61.5,54.0,4.39,4.43,2.71
22612,0.9,4,5,1.5,61.4,58.0,6.13,6.19,3.78
22613,0.3,5,2,3.0,61.0,56.0,4.37,4.35,2.66
22614,1.16,3,4,3.0,62.9,55.0,6.65,6.74,4.21
22615,1.51,5,6,1.5,62.5,57.0,7.29,7.34,4.57
22616,0.7,2,6,1.5,57.8,61.0,5.89,5.85,3.39
22617,1.03,5,4,2.0,62.4,57.0,6.47,6.52,4.05
22618,0.71,5,6,1.5,65.5,55.0,5.62,5.56,3.66
22619,0.34,4,6,4.0,61.7,58.0,4.48,4.43,2.75
22620,0.54,2,7,1.5,63.2,57.0,5.16,5.19,3.27
22621,0.5,4,6,2.5,63.0,58.0,5.07,5.02,3.18
22622,0.38,4,7,2.5,58.8,61.0,4.77,4.72,2.79
22623,0.32,5,4,5.0,61.0,57.0,4.41,4.44,2.7
22624,1.14,3,3,2.0,63.1,58.0,6.69,6.6,4.19
22625,0.23,3,6,3.5,62.1,62.0,3.91,3.95,2.44
22626,0.52,5,5,2.5,60.1,57.0,5.26,5.23,3.15
22627,0.4,2,4,2.5,63.8,59.0,4.64,4.57,2.94
22628,0.64,2,5,5.0,58.6,61.0,5.69,5.71,3.34
22629,0.7,5,5,2.5,62.0,56.0,5.71,5.74,3.55
22630,0.37,4,5,2.5,61.0,58.0,4.63,4.61,2.82
22631,0.52,4,3,2.0,62.6,55.0,5.16,5.12,3.22
22632,0.71,3,2,3.0,62.3,60.0,5.69,5.73,3.56
22633,0.51,5,4,3.0,61.8,57.0,5.14,5.12,3.17
22634,1.5,2,5,1.5,61.2,63.0,7.33,7.41,4.51
22635,0.33,4,7,1.5,62.1,58.0,4.4,4.43,2.74
22636,0.33,4,6,2.5,61.0,60.0,4.46,4.43,2.71
22637,1.52,2,2,2.0,64.1,57.0,7.26,7.21,4.64
22638,0.71,2,4,2.0,64.1,58.0,5.6,5.63,3.6
22639,1.0,2,1,2.5,58.7,61.0,6.5,6.52,3.82
22640,0.95,4,3,2.0,62.9,58.0,6.26,6.21,3.92
22641,2.09,5,2,2.0,61.8,56.0,8.15,8.22,5.06
22642,0.33,2,4,5.0,57.9,60.0,4.55,4.57,2.64
22643,0.45,4,5,1.5,61.5,61.0,4.95,4.9,3.03
22644,0.31,4,1,3.0,61.8,59.0,4.33,4.31,2.67
22645,1.51,3,5,2.5,62.5,58.0,7.22,7.33,4.55
22646,0.31,5,4,5.0,61.6,55.0,4.35,4.38,2.69
22647,1.01,4,6,3.0,61.2,61.0,6.41,6.33,3.9
22648,0.41,3,6,2.0,63.3,57.0,4.72,4.67,2.98
22649,0.51,5,4,1.5,60.6,57.0,5.17,5.2,3.14
22650,1.09,5,4,3.5,61.2,57.0,6.62,6.66,4.06
22651,0.41,3,3,3.0,62.0,56.0,4.74,4.78,2.95
22652,1.29,4,4,2.5,61.9,58.0,7.02,6.97,4.33
22653,1.03,1,3,2.0,65.1,57.0,6.43,6.36,4.16
22654,1.5,1,4,2.0,64.5,57.0,7.15,7.09,4.59
22655,1.0,4,7,2.5,61.2,61.0,6.39,6.35,3.9
22656,2.01,5,6,1.5,62.2,57.0,8.04,8.09,5.02
22657,1.11,4,6,3.0,59.8,60.0,6.75,6.72,4.03
22658,1.04,3,3,1.5,62.9,57.0,6.39,6.45,4.04
22659,0.35,3,7,3.5,60.0,56.0,4.61,4.63,2.77
22660,0.74,5,3,3.0,61.8,58.0,5.77,5.81,3.58
22661,0.7,5,2,2.0,61.0,57.0,5.71,5.74,3.5
22662,1.0,2,7,1.5,64.5,59.0,6.25,6.31,4.05
22663,1.07,3,3,3.5,61.3,56.0,6.54,6.59,4.03
22664,1.15,4,4,3.0,61.7,58.0,6.73,6.7,4.14
22665,0.59,3,4,3.0,62.5,53.0,5.46,5.35,3.38
22666,0.55,3,1,2.5,61.7,54.0,5.29,5.34,3.28
22667,0.71,5,5,2.0,61.5,56.0,5.69,5.76,3.52
22668,0.7,4,6,2.5,62.4,61.0,5.66,5.63,3.52
22669,1.52,4,1,3.0,61.2,59.0,7.36,7.39,4.51
22670,0.36,5,5,4.0,61.5,54.0,4.59,4.62,2.83
22671,1.01,3,4,3.0,59.1,58.0,6.56,6.63,3.9
22672,1.26,5,7,1.5,61.6,56.0,6.99,6.95,4.3
22673,0.53,4,6,3.5,62.4,56.0,5.19,5.17,3.23
22674,2.0,4,3,1.5,62.5,58.0,8.14,8.03,5.05
22675,2.16,5,1,2.0,63.0,55.0,8.2,8.24,5.18
22676,0.26,3,2,3.5,62.7,55.0,4.09,4.12,2.57
22677,0.31,5,3,3.5,62.6,56.0,4.37,4.32,2.72
22678,1.24,3,4,2.5,59.1,59.0,7.02,7.08,4.17
22679,1.52,2,4,1.5,63.1,58.0,7.21,7.3,4.58
22680,0.41,5,4,3.5,61.3,56.0,4.77,4.76,2.92
22681,0.32,5,7,4.0,61.8,56.0,4.39,4.41,2.72
22682,2.54,5,2,1.5,61.4,54.0,8.83,8.78,5.41
22683,0.4,4,6,2.0,61.0,59.0,4.71,4.74,2.88
22684,0.3,3,3,3.0,60.1,61.0,4.3,4.32,2.59
22685,0.9,2,3,2.0,64.2,60.0,6.05,6.02,3.87
22686,1.11,5,6,1.5,61.2,55.0,6.72,6.68,4.1
22687,0.72,5,4,2.5,61.0,55.0,5.81,5.83,3.55
22688,0.51,4,4,3.0,62.3,59.0,5.06,5.12,3.17
22689,1.07,4,4,2.5,60.5,56.0,6.71,6.64,4.04
22690,0.3,3,7,1.5,61.8,58.0,4.29,4.32,2.66
22691,1.71,3,5,2.5,63.5,59.0,7.51,7.46,4.75
22692,0.24,3,5,2.5,61.3,54.0,4.02,4.07,2.47
22693,0.7,5,5,2.5,62.2,55.0,5.66,5.72,3.54
22694,0.4,2,7,1.5,63.1,56.0,4.65,4.67,2.94
22695,0.26,3,4,3.5,62.2,56.0,4.09,4.12,2.55
22696,0.51,5,4,3.0,61.6,54.0,5.16,5.19,3.19
22697,1.31,5,4,2.5,61.9,56.0,7.08,7.05,4.37
22698,1.32,4,4,1.5,59.2,61.0,7.21,7.14,4.25
22699,0.57,5,4,2.0,60.5,57.0,5.4,5.37,3.26
22700,0.51,5,6,1.5,62.0,56.0,5.12,5.14,3.18
22701,0.32,3,6,2.5,62.0,54.0,4.37,4.41,2.72
22702,0.51,5,4,5.0,61.4,54.0,5.18,5.24,3.2
22703,0.32,5,6,3.5,62.0,54.0,4.41,4.43,2.74
22704,0.5,3,4,2.0,62.9,59.0,5.04,5.07,3.18
22705,0.55,2,6,2.0,63.1,58.0,5.2,5.23,3.29
22706,1.12,5,3,3.0,61.9,57.0,6.66,6.69,4.13
22707,0.39,4,5,4.0,59.7,58.0,4.73,4.75,2.83
22708,1.13,3,5,3.0,61.6,58.0,6.61,6.68,4.09
22709,0.3,5,4,3.5,60.7,58.0,4.34,4.36,2.64
22710,0.33,3,4,2.0,59.8,58.0,4.52,4.54,2.71
22711,0.87,4,5,1.5,61.6,58.0,6.14,6.1,3.77
22712,1.16,4,3,2.5,62.3,56.0,6.77,6.68,4.19
22713,0.42,3,7,2.0,60.8,59.0,4.82,4.85,2.94
22714,0.42,5,7,3.5,62.1,55.0,4.79,4.81,2.98
22715,1.2,5,4,2.5,62.6,57.0,6.74,6.81,4.24
22716,0.51,3,6,3.0,62.0,61.0,5.11,5.14,3.18
22717,0.31,4,5,2.0,60.7,58.0,4.38,4.35,2.65
22718,1.2,4,3,1.5,62.5,58.0,6.74,6.69,4.2
22719,1.11,5,6,2.0,62.5,54.0,6.62,6.63,4.13
22720,1.01,3,2,1.5,61.8,60.0,6.34,6.37,3.93
22721,0.45,5,7,2.0,60.6,55.0,4.99,4.97,3.02
22722,1.21,4,1,1.5,60.9,60.0,6.82,6.78,4.14
22723,0.72,1,3,3.5,56.5,68.0,6.03,5.89,3.37
22724,1.22,5,7,1.5,61.8,58.0,6.84,6.92,4.25
22725,1.0,3,3,1.5,63.1,58.0,6.29,6.36,3.99
22726,1.11,2,2,2.5,63.6,58.0,6.57,6.52,4.16
22727,0.72,5,3,3.0,61.8,55.0,5.78,5.81,3.58
22728,0.7,4,5,1.5,59.8,56.0,5.78,5.73,3.44
22729,1.0,3,6,1.5,60.6,60.0,6.33,6.4,3.86
22730,0.3,5,4,5.0,62.0,54.0,4.33,4.35,2.69
22731,1.01,5,5,2.5,61.2,58.0,6.45,6.43,3.94
22732,0.3,4,4,3.0,61.9,59.0,4.32,4.3,2.67
22733,1.0,4,5,1.5,59.8,58.0,6.53,6.48,3.89
22734,2.01,4,3,2.0,61.8,58.0,8.13,8.06,5.0
22735,0.32,3,4,2.0,63.0,56.0,4.35,4.38,2.75
22736,0.3,3,4,4.0,62.6,62.0,4.21,4.26,2.65
22737,1.04,5,2,2.0,61.8,59.0,6.46,6.48,4.0
22738,0.57,4,7,2.0,60.2,60.0,5.36,5.34,3.22
22739,1.36,4,2,2.5,59.3,58.0,7.21,7.18,4.27
22740,1.01,1,3,3.5,65.0,55.0,6.31,6.27,4.09
22741,0.4,4,6,2.0,60.8,62.0,4.76,4.72,2.88
22742,2.41,4,1,3.0,61.1,60.0,8.66,8.6,5.27
22743,1.03,4,2,3.0,60.4,59.0,6.57,6.51,3.95
22744,1.03,5,5,2.5,62.4,56.0,6.48,6.43,4.03
22745,0.38,4,1,3.5,60.5,59.0,4.72,4.69,2.84
22746,0.75,3,6,2.5,62.8,55.0,5.77,5.79,3.63
22747,2.02,5,2,1.5,62.3,55.0,8.1,8.06,5.03
22748,0.73,3,2,4.0,61.9,57.0,5.75,5.79,3.57
22749,0.52,4,4,3.0,62.6,59.0,5.08,5.11,3.19
22750,0.75,3,7,1.5,63.3,58.0,5.76,5.8,3.66
22751,0.73,5,2,2.5,62.1,54.0,5.79,5.8,3.6
22752,0.31,5,2,4.0,62.2,53.0,4.36,4.38,2.72
22753,1.02,4,5,3.0,60.8,59.0,6.49,6.46,3.94
22754,0.3,3,4,4.0,61.9,59.0,4.28,4.31,2.66
22755,0.52,5,2,3.5,62.2,57.0,5.18,5.11,3.2
22756,1.02,5,5,3.5,60.9,56.0,6.54,6.49,3.97
22757,0.62,5,4,5.0,61.8,56.0,5.43,5.47,3.37
22758,1.51,4,3,4.0,60.6,60.0,7.4,7.42,4.49
22759,1.51,5,3,2.5,61.9,59.0,7.29,7.34,4.53
22760,0.7,4,5,2.5,61.1,62.0,5.69,5.64,3.46
22761,0.7,5,3,3.0,61.7,57.0,5.66,5.7,3.5
22762,1.01,5,6,1.5,61.1,57.0,6.52,6.48,3.97
22763,2.01,5,1,1.5,60.8,57.0,8.15,8.13,4.95
22764,0.74,3,6,2.5,62.8,58.0,5.73,5.76,3.61
22765,1.0,1,7,3.5,61.1,57.0,6.37,6.3,3.87
22766,1.27,5,5,1.5,62.0,55.0,6.9,6.95,4.3
